calories,fats,proteins,carbs,temperature,humidity,shelf_life,cost,sustainability_fact,potassium(mg),sodium(mg),product,rating
289,7.4982613793185,12.071668473602594,18.474665030702713,35.53733548719058,69.92838531177425,9,39.9680514497881,1.1314133196621126,103,400,bread,7
210,2.7477407819785107,17.708882020622468,41.28986602874869,9.00893917967322,19.569027514554218,8,55.80325140120328,9.89882147731866,112,553,bread,6
258,6.753574851825527,18.749412631932802,39.39010487572418,11.594431673032174,85.04862781137129,4,47.286715502946144,9.806828439671467,114,488,bread,5
275,5.603616584403985,14.56095037734286,32.17701799660201,22.965078969596213,10.492521698753592,2,42.61392685563273,9.067373801417045,103,551,bread,5
213,4.967485456810914,9.706022881117566,47.30434210400652,13.862074137201324,18.644404662016278,3,43.327670920138374,5.646105329498521,159,421,bread,3
290,2.7379404281525144,2.8852006467764904,38.5160648223884,0.1372632808492258,83.58105326198405,9,38.08634004059932,7.218440488856835,135,469,bread,10
241,5.322428268874307,16.121101305011116,38.35371039877377,8.81192984602252,53.064893021004906,4,58.577874229597725,3.0401531088826776,187,553,bread,2
221,5.414954456929613,2.8153834762789165,17.47856195372341,20.095421426778557,41.27731305529309,9,39.982058440769,3.0835465774543684,133,407,bread,8
216,5.618511506767764,10.744228083837209,55.889452155865186,2.4726946402896077,34.46043070648872,1,31.41867300839975,3.422982290646705,150,482,bread,6
265,1.5381744712705951,12.669957170142137,51.43160619791603,8.655919833773911,18.294568515558865,2,49.03213874130164,5.493624484318202,143,433,bread,3
208,2.735080517088687,3.159508595476547,45.24289264385481,16.64958362487926,16.70532108163842,8,34.77289273814479,2.6019564645530497,132,559,bread,7
228,3.8694840658970535,9.014182095035338,19.93048422880657,3.74853490363678,35.513502113231596,5,52.85563949691529,5.54336479130796,122,564,bread,4
287,7.6051735314591085,3.850150715573583,18.007176192740587,7.753027086358716,37.340570103275255,8,53.41960245480881,10.001844766188018,110,434,bread,6
261,3.2893738186760926,10.724888719569615,36.79240704521035,42.33430317834982,48.28115778239556,7,44.68273271155253,5.193430681247147,113,485,bread,5
256,6.518546337876142,16.69121723119939,64.70006086620661,24.045946382206267,83.16302334806556,7,55.16740655867104,10.088486118709088,133,453,bread,7
273,1.6414274289085538,7.026771124349423,44.18643904332907,40.424212012533644,83.65416078785398,6,55.705233861315435,3.805059953624567,162,459,bread,6
273,4.154193207380654,8.758526423739404,49.0682800186723,7.66453699770302,68.07176717647943,2,43.46029934162058,5.4200522511435825,191,438,bread,4
251,9.352729186847933,4.03463479840099,56.80836777285495,10.716442646017077,54.72130945806788,1,49.37533698037353,8.861869132726186,189,569,bread,4
211,5.748854405134797,18.984641475727113,62.21605611985058,37.38180787740378,57.05803481299023,3,55.9992193625491,3.873181628513358,100,505,bread,2
229,4.771308835444211,6.457649528732645,60.32512839027262,1.2592023457131618,62.993279589996305,5,56.74129427291217,6.761924581260874,109,513,bread,7
276,1.5825228091452896,10.06615828049898,55.69478981890209,35.34351377498829,65.93158292591991,2,48.97244258684582,10.624118285076328,168,529,bread,6
296,5.142126958566589,9.054737885312587,49.18276761432198,28.235546862019916,37.37824269376407,3,59.74479172850835,0.7119727158248577,172,431,bread,1
237,9.900924794636152,3.8433662601818908,37.74416280039566,42.94505459190311,71.23483065279252,6,52.89935482560227,1.973146568303782,126,428,bread,4
258,8.650360068515582,9.809459332470125,63.60688599754332,30.390722005981374,60.151352305454864,1,51.606048202881624,4.409658771197613,151,576,bread,3
242,5.199105568566665,17.07887047066764,56.12185973240792,31.674798500088418,19.02457784234686,5,33.73946509226318,0.8923666228569356,141,421,bread,7
287,5.068414120490677,14.337785451088308,13.448548446459201,32.26287222466188,88.37496234062034,6,58.3756373555471,0.946854299139123,140,597,bread,5
255,9.062594932967349,17.145179080009193,14.464357236807103,45.27148022186242,71.02198136868049,3,44.527614205692956,3.4876622298715496,186,516,bread,5
269,7.956587025809619,15.2143880639115,40.91902921153175,45.15661595707818,47.15075816591734,1,58.884512759042934,5.5314854762719445,134,433,bread,2
282,9.423134907008963,17.061260459565425,14.173376365165227,37.755123943239916,59.968945645987304,2,57.30847471655115,2.5225526835886014,100,566,bread,2
269,5.125547415477637,8.86551675180765,17.095763577332775,35.89667332785289,89.91000060114216,8,35.831117311659966,6.271534860607459,143,534,bread,10
255,3.2645724589882956,6.199217416681479,15.20008229983963,10.272268660528827,55.9848817333932,1,37.845241849175636,5.365138822586395,102,533,bread,6
221,2.3921337916703203,16.383285359446965,43.661691593538826,38.260048031488644,61.385469258984564,5,50.08692018107031,10.190602868477846,158,512,bread,7
213,1.0989664375163108,2.9536046088626677,48.037695235864355,43.738032798006344,50.1504195548084,8,52.890978981651664,10.827853295380013,191,580,bread,7
211,8.449740840381867,19.32722480770002,36.5578895873593,49.91347675471801,42.05331797614303,4,53.55933499820758,2.150604016848177,143,440,bread,1
294,3.3255259918677043,11.23988564732516,32.61869312468164,37.111093471772946,83.83476328929194,9,40.270931752130835,8.458744106000244,103,491,bread,8
240,2.228930968494506,19.45206216040121,60.3501467556535,24.006821953111075,31.772099709172057,9,42.86258683390485,3.035821069136682,105,560,bread,5
210,7.551038302122105,17.218328737335515,24.406135866467054,35.94659846794525,46.666087985230085,6,38.358237418301584,1.7459055736841178,188,583,bread,6
245,3.9079844081282435,8.460184246722045,29.77490336829311,35.33594978309984,47.507160834995865,2,30.52976037322255,5.927356008115064,101,417,bread,6
288,3.71050075053289,3.4653523517136033,66.14517108316136,42.141826551535665,19.21333911486947,8,53.61189227261091,10.724127282900342,198,516,bread,6
226,4.012156192918317,9.212303209039792,39.685928938061835,29.35723792140029,12.289441729659307,1,49.53395812706773,9.389808710205921,116,514,bread,4
285,3.403763508271555,13.80124095270193,41.44629093496218,47.43792833733105,20.012712868522982,6,32.40443024688075,8.949954240106168,118,547,bread,10
248,3.1020996207103777,14.632705658981013,20.938256919283177,47.99666747656194,78.68850350540863,6,35.348323266520424,7.68932513521876,150,558,bread,10
227,2.653312141110316,5.494766637748707,44.904711293928656,33.70704670650809,67.70521786234487,7,59.11167453159514,8.551974376051147,140,540,bread,7
280,5.960264457476462,18.146172833979207,12.62674330628484,3.7435266662083966,18.336618918109497,8,36.075835455275325,0.5010094294678532,133,494,bread,7
244,4.1751284541410945,2.2646521453063135,33.98825794376229,41.6310942289946,25.343456881349287,7,31.939358839930915,9.071744561445147,168,486,bread,10
264,3.38581029605737,3.346796202733289,35.9216184854399,5.145480255172169,50.32849518015067,3,55.4586112995497,7.914803111228885,186,420,bread,4
219,3.2339815948733674,9.616797349305983,29.9793320460397,27.624269959740744,13.558622079157132,8,31.748276172773732,7.733092189164069,142,425,bread,10
266,1.9888177865361438,2.314856878966077,26.527500708473394,19.735830769525286,75.88355082184974,7,46.672338378362724,4.825836160863926,103,463,bread,6
221,8.34227257628923,18.81299120815763,51.68028072266043,28.573858972123762,16.954353937289078,8,35.44938624814956,5.965833402848694,159,596,bread,7
200,2.7100448412779774,12.571060632279071,15.361863963073292,26.685794093946104,22.061657185138202,7,32.14572223085666,5.997259032991338,153,454,bread,9
227,2.599069670990822,18.81937186158293,32.48417301826832,14.508263383647874,73.89140179386975,2,40.47790189380634,9.80304634301202,122,476,bread,6
294,8.541517687492018,5.190185763318043,54.2262757359462,26.16526468637946,81.68925476230405,2,49.42586429993907,5.047692910730092,163,593,bread,3
200,1.7212031725142298,6.0919284872729484,67.56617931425271,10.09864185951676,10.678454485965627,1,36.72749633474303,3.903035716528438,130,595,bread,6
268,2.5222335149364525,15.148179969400994,66.41833501354665,40.116389777333616,18.41308548396526,6,32.726488863252655,2.9784891561222206,167,489,bread,7
217,5.257903136232983,3.9610968384885132,10.258831037505722,18.143937944528655,74.47428311664532,9,53.80898867973843,10.365991806272461,155,595,bread,8
275,8.23055139484206,3.7322076754875884,45.63824651555679,30.17544312970914,69.56973020814317,4,40.35411416093298,1.6996382113883781,136,593,bread,3
212,4.539988731488416,19.501324564646875,63.042631488019474,43.31034918431339,79.86044743616984,3,39.48642789271257,9.430249604462999,195,590,bread,8
205,1.9714120867954303,6.15702323341411,68.36862984154868,49.30640360509349,29.866626798297613,4,38.18250576845013,9.50574162061187,155,460,bread,8
210,2.5761449007935977,10.233099189096192,65.17347591979834,5.664060229202933,89.91879108615264,6,34.664791697798336,2.0501052348022117,161,584,bread,8
265,3.242439496460784,6.0987897675230816,34.182854267129905,21.197455292580415,42.85704103167621,1,57.44879558321244,5.2742809388664025,134,455,bread,2
279,5.049615329295323,3.064949973203733,43.314970737065636,7.869792305877104,79.13009639455761,4,41.53570677438798,9.281795498279267,174,590,bread,6
200,9.183066788161252,14.58553805293813,60.406479101331946,35.43213109420466,81.79716935792753,5,58.28886410872899,3.1313765810201843,135,571,bread,5
284,4.490435517635543,16.744536736245045,32.029700033273656,23.062785179042706,59.44058821836972,1,31.557110670131106,4.491738466678067,151,586,bread,6
272,9.346004509365967,9.726655376835225,52.260240571232146,18.373889833260776,47.66132041739387,2,47.28430074004467,6.255287582760523,140,496,bread,4
257,4.953331633076637,17.055044317675737,15.893508356185064,0.44864534871900674,56.4664924171707,6,30.339507977604768,3.379504515367735,125,509,bread,9
294,8.226626569137185,16.406870506520058,17.11934122998435,48.64154302308268,53.59620527635495,8,48.01755532589841,8.217190254495314,180,498,bread,7
220,6.884558743834867,11.379197274774588,34.52078865794068,29.193906807696145,64.34758263319364,3,42.1219754813049,1.6968978324120014,133,510,bread,3
208,7.476903468083763,11.52913347342159,43.29359996564368,48.00361714171198,54.854562182268474,4,38.461472045195976,3.4437184282126188,176,536,bread,5
247,6.127831797813381,12.84198395732318,49.92411665433537,20.26870036710343,78.66062147858582,3,37.53188624280811,5.357611512254836,160,521,bread,6
204,6.86113348374966,19.86260614241225,68.57057790339229,14.354180629107043,39.041930486012724,5,34.59695577207208,6.433965149829921,128,449,bread,10
293,1.0579933356617839,16.843859661736886,49.70809376249571,32.66058885432891,75.94950721875803,7,52.31298956281803,8.287921939639807,105,414,bread,8
224,2.949894791407623,5.723269956407512,12.356644511263246,13.884540877139145,78.67831264804248,1,50.08562174754809,8.345816200648839,127,421,bread,6
266,3.0801368743589794,5.318258691150166,17.087099297464462,39.10860407571315,68.39818079579905,7,41.198294507759854,6.878713094922873,184,575,bread,9
202,1.1980032740448034,6.638443314678323,19.123212148238956,49.88452522746519,54.85396114539955,5,57.7985409095282,5.406140926329077,155,560,bread,5
229,3.929906304897056,16.083019312544323,19.13715480784603,24.478575327835177,43.77036572373177,1,45.24870085998487,3.8054421789993795,111,515,bread,2
252,4.972234391081047,6.76162393342607,63.2244801105915,28.981680919932472,80.46564102612591,6,44.90353442445321,2.776915396889425,106,519,bread,5
218,3.0058579672255177,9.592869023602113,52.878581375947256,40.8652905128051,62.07561587191687,4,50.132950723909474,0.419182137494994,171,447,bread,2
226,7.802292957723181,4.858775616533357,55.00092546984628,36.45886932304377,55.451796566820455,3,35.477547890605585,10.984810480302173,144,550,bread,7
200,3.7541146441007403,5.56573334788996,31.522520187356225,1.8664533660222637,79.2709491889634,9,53.35084362651459,4.038703670541075,160,502,bread,5
299,2.174948143732204,9.894141904582705,14.2020916583003,10.78339212231879,48.30340241277823,3,54.20538452240872,6.207179601719979,124,531,bread,5
214,6.41290482439167,6.359376860478801,60.52755799101527,39.31351372078997,18.760848401592128,8,47.050745749037006,7.451861269900223,103,450,bread,6
217,4.106360734479841,19.534963430143545,44.48726062461699,49.34648248607915,64.623133663618,1,30.896204471295373,7.398897536946254,101,412,bread,9
209,4.69227398577812,5.643370282674036,23.670477632980145,0.9014566891522413,20.41867533948067,8,47.65202376435515,9.132565169050679,160,442,bread,6
274,2.593421652829045,18.154233823062057,16.15944850902562,25.61726619455143,76.85626249659221,3,34.22240572620819,6.7649509508589984,171,469,bread,10
278,3.2413753263360894,12.884030148730194,59.19458658784155,30.65945475848524,69.60339651188877,2,33.16497563034847,3.556041461663974,198,581,bread,7
293,4.656801642830328,7.649138192628532,35.494612095534336,5.177477065572145,41.80097988368115,3,36.03678330631885,9.746699265504654,164,401,bread,7
204,6.113297491492022,5.231996223074668,29.13554497426621,26.680510200120754,50.576600071499,1,42.644024304245306,7.15631183277606,167,565,bread,5
265,9.50226743268075,18.07618447285578,18.16182688404245,10.803018671388987,61.99346029917432,7,32.09444313656657,7.704587687613918,198,470,bread,10
259,4.528273562638771,15.072235655352731,30.894175072982407,46.72318011387716,79.7507389789858,1,51.96208981657111,3.7943318941143387,177,497,bread,3
209,7.78370807025487,10.411463533597683,46.834845957604855,43.275301249582846,60.74036613655548,2,35.94255246015094,8.06321645443718,129,536,bread,8
288,5.96128406477368,10.484329616663024,18.9455482517888,2.7635902872945928,72.32605000430895,4,53.70477712399709,9.825002678374267,179,599,bread,5
268,2.2376889096097288,13.231606761618414,56.06881203490085,9.48407758031613,15.557332097439227,8,39.341629831104676,10.714547133762915,170,434,bread,9
231,5.581422425822447,7.4447931952481845,61.7328538504289,16.41815549525608,27.557855364512342,8,51.777973910681496,6.540453186100139,141,447,bread,6
213,6.63197211793158,5.954868858336314,13.573947134523284,11.293924980833486,11.912010833549607,3,55.42701686826008,3.5519480367169525,112,581,bread,3
205,7.6610639940987175,10.799336234756442,37.22640749452663,27.736976827615212,10.880737697695517,7,49.12862876432813,8.170236653340103,155,434,bread,6
257,3.866488864572329,2.6494820119992832,14.170711395909008,46.269021374484694,73.43498156168945,2,55.49346086501458,10.744382475852845,158,474,bread,6
239,8.538530960205456,18.50638543446107,50.717119317956765,9.102020629872754,26.890240576581952,7,57.056803616339,8.883716310042006,186,519,bread,6
273,9.040598505775575,14.737126903084798,19.01382783754574,24.423205655849944,57.819282839507984,9,36.475100019301635,1.2801851991504245,192,516,bread,6
